station_id,city_name,date,season,avg_temp_c,min_temp_c,max_temp_c,precipitation_mm,snow_depth_mm,avg_wind_dir_deg,avg_wind_speed_kmh,peak_wind_gust_kmh,avg_sea_level_pres_hpa,sunshine_total_min
40030,Hama,1978-10-28,Autumn,18.0,8.0,24.0,,,,,,,
65560,Daloa,1986-02-13,Winter,28.2,21.2,34.2,,,,,,,
17220,İzmir,2020-01-13,Winter,9.5,,,,,,,,,
80222,Bogotá,1985-01-10,Winter,13.1,7.6,18.4,0.0,,,,,,
80440,Barinas,2012-01-30,Winter,28.0,23.0,,,,,,,,
93309,New Plymouth,1995-03-27,Autumn,17.6,14.7,21.4,0.0,,,,,,
38933,Qurghonteppa,2009-10-06,Autumn,18.7,10.8,28.6,,,,,,,
47412,Sapporo,1973-08-10,Summer,23.3,21.0,27.5,5.5,,,,,,
11858,Tatabánya,2009-09-08,Autumn,16.9,9.2,24.7,0.0,,,,,,
76762,Chilpancingo,1993-01-30,Winter,21.6,11.6,30.6,0.0,,,,,,
48848,Đồng Hới,1979-12-01,Winter,18.1,,,,,,,,,
64459,Impfondo,2010-03-08,Spring,31.6,,,,,,,,,
48462,Battambang,2000-05-12,Spring,29.1,25.4,34.6,,,,,,,
07280,Saint Helier,2015-01-07,Winter,2.5,-1.2,4.7,0.5,,,4.0,,1032.2,
37484,Batumi,1975-09-26,Autumn,18.9,15.0,24.0,0.0,,,,,,
33946,Simferopol,2012-06-04,Summer,21.8,14.0,28.5,,,,10.4,,,
15420,Bucharest,2004-11-28,Autumn,3.4,-4.1,11.9,0.0,,,2.7,,,
59758,Haikou,1951-01-30,Winter,17.0,15.1,21.6,0.9,,,,,,
17300,Antalya,1989-10-29,Autumn,18.7,,26.4,,,,,,,
07015,Lille,1995-11-17,Autumn,4.5,,10.4,3.0,,,,,,
15085,Bistrița,1978-07-28,Summer,20.0,12.4,25.7,0.0,,,,,,
17244,Konya,1983-03-23,Spring,6.7,-1.2,15.4,0.0,,,,,,
60531,Tlemcen,1988-02-03,Winter,12.3,,14.0,,,,,,,
65557,Gagnoa,2010-04-15,Spring,28.2,24.6,,,,,,,,
94767,Sydney,1950-10-23,Spring,18.2,12.2,21.0,0.0,,,,,,
55591,Lhasa,2021-10-01,Autumn,13.7,7.2,22.0,0.0,,99.0,5.6,,1010.9,
34504,Dnipro,2022-04-21,Spring,6.6,3.5,11.4,,,180.0,14.7,37.0,1015.2,
EDTR0,Liestal,1990-05-07,Spring,15.0,9.8,20.7,1.0,0.0,,,,,174.0
23330,Salekhard,1887-02-14,Winter,-33.5,,,0.0,,,,,,
86530,Durazno,1984-06-05,Winter,8.0,2.2,13.9,0.0,,,,,,
27595,Kazan,1954-09-24,Autumn,10.8,7.4,17.7,6.0,,,,,,
07643,Montpellier,1987-03-28,Spring,11.6,,15.6,,,,,,,
88903,King Edward Point,1978-07-13,Winter,-3.0,-4.0,-1.0,0.3,,,,,,
01465,Arendal,1990-06-10,Summer,16.2,11.6,20.5,0.0,,,,,,
27595,Kazan,1975-06-01,Summer,19.0,16.5,25.5,1.1,,,,,,
12330,Poznań,1981-12-02,Winter,1.2,0.0,2.0,1.5,,,,,,
47636,Nagoya,1984-06-04,Summer,23.2,19.7,27.8,0.5,,,,,,
38328,Shymkent,1978-04-07,Spring,15.6,,,4.0,,,,,,
72551,Lincoln,2007-01-11,Winter,-0.6,-10.6,7.2,0.0,0.0,,25.6,,1010.3,
78711,Puerto Lempira,2013-02-27,Winter,29.8,,,,,,,,,
48430,Prachin Buri,1987-05-11,Spring,29.5,24.7,35.4,0.0,,,,,,
83967,Porto Alegre,2014-09-25,Spring,20.6,,,,,,,,,
33815,Chișinău,1957-10-30,Autumn,3.8,-0.4,8.5,0.1,,,,,,
42348,Jaipur,2003-01-12,Winter,13.6,5.5,21.6,0.0,,,,,,
26850,Minsk,1907-05-19,Spring,15.0,11.0,21.0,0.0,,,,,,
53772,Taiyuan,1970-09-15,Autumn,19.4,14.3,25.6,0.8,,,,,,
60571,Béchar,2006-11-24,Autumn,15.9,8.0,23.0,0.0,,,7.3,,,
17160,Kırşehir,2001-08-29,Summer,21.4,14.0,29.2,,,,,,,
50953,Harbin,2002-07-04,Summer,23.2,18.8,29.3,9.8,,,,,,
62318,Damanhur,1957-08-30,Summer,27.6,22.2,31.1,0.0,,,,,,
80009,Santa Marta,2020-05-26,Spring,32.8,,,,,,,,,
96471,Kota Kinabalu,2023-02-13,Winter,26.6,23.1,31.9,2.9,,149.0,9.1,,1010.2,
07149,Saint-Denis,1988-07-25,Summer,18.9,11.1,25.5,0.5,,221.0,15.6,,,
48400,Nakhon Sawan,1996-10-09,Autumn,26.9,23.1,31.5,6.1,,,,,,
48456,Pathum Thani,1999-04-30,Spring,27.1,23.4,31.0,,,,,,,
08141,Valladolid,1974-05-27,Spring,15.7,9.0,24.0,0.0,,,,,,
10091,Malmö,1980-05-18,Spring,10.9,8.2,13.1,0.0,0.0,35.0,11.9,32.4,1020.2,840.0
02418,Karlstad,1996-11-03,Autumn,11.3,9.9,12.1,,,,,,,
16064,Milan,1974-02-18,Winter,7.4,,,,,,,,,
27719,Tula,2005-07-03,Summer,17.7,,23.6,,,,,,,
60525,Biskra,1993-05-20,Spring,29.6,,34.5,,,,,,,
04030,Reykjavík,2003-12-06,Winter,6.4,5.2,8.1,12.1,,221.0,17.3,,,
10400,Düsseldorf,2010-07-09,Summer,27.9,15.5,35.7,0.0,0.0,180.0,11.5,34.2,1017.5,720.0
47058,Pyongyang,1993-04-09,Spring,5.0,-1.2,9.7,,,,,,,
97014,Manado,2004-07-12,Summer,24.7,21.9,31.7,,,,,,,
54374,Kanggye,1964-06-17,Summer,19.7,13.1,29.1,0.0,,,,,,
61257,Kayes,2019-05-03,Spring,34.7,,,,,,,,,
62414,Aswan,2015-10-21,Autumn,32.4,26.0,39.1,,,10.0,9.9,,,
15280,Brașov,2023-01-28,Winter,-10.1,-13.6,-7.7,10.5,,34.0,22.2,,1017.2,
61832,Freetown,1993-01-30,Winter,26.8,,29.9,,,,,,,
64870,Ngaoundéré,2022-08-05,Summer,20.7,17.6,23.0,21.1,,244.0,4.5,,1016.2,
37549,Tbilisi,1934-05-09,Spring,9.2,5.6,13.7,0.3,,,,,,
33562,Vinnytsia,2014-05-18,Spring,15.6,8.8,21.1,,,,,,,
08141,Valladolid,1993-07-09,Summer,24.6,15.6,31.6,0.0,,,,,,
82193,Belém,1997-06-22,Winter,28.1,24.2,33.0,0.0,,78.0,14.1,,,
56985,Lao Cai,1972-02-19,Winter,17.5,13.9,25.1,0.0,,,,,,
30710,Irkutsk,1918-06-16,Summer,15.7,6.2,25.9,0.3,,,,,,
10361,Magdeburg,1983-04-04,Spring,5.1,-1.2,10.0,1.6,0.0,150.0,7.2,28.8,1003.7,378.0
65592,Harper,2009-04-19,Spring,27.4,22.8,33.0,,,,,,,
96471,Kota Kinabalu,1956-06-27,Summer,26.8,22.2,30.6,3.0,,,,,,
87311,San Juan,2022-06-29,Winter,9.1,-1.0,20.0,0.0,,175.0,10.2,,1012.3,
85242,Oruro,2007-03-19,Autumn,12.4,2.4,17.8,0.0,,,,,,
36096,Kyzyl,1983-03-12,Spring,-11.5,-18.8,-2.9,0.0,140.0,,,,,
93845,Invercargill,1999-08-29,Winter,12.1,7.4,15.8,,,,,,,
94926,Canberra,1969-06-03,Winter,6.4,3.4,11.7,0.0,,,,,,
15120,Cluj-Napoca,2004-10-03,Autumn,12.0,5.9,19.5,0.0,,,5.4,,,
40103,Tartus,2015-11-14,Autumn,17.4,12.2,,,,,,,,
33658,Chernivtsi,2003-11-01,Autumn,5.5,-0.2,14.7,0.0,,,,,,
15480,Constanța,1987-09-02,Autumn,19.4,13.5,24.0,0.0,,,,,,
48698,Singapore,2007-05-26,Spring,28.4,27.0,32.6,0.0,,,4.9,,,
80009,Santa Marta,1987-06-24,Summer,28.8,,32.2,,,,,,,
16253,Naples,1973-05-24,Spring,21.3,,,,,,,,,
06030,Aalborg,1997-10-27,Autumn,-0.8,,7.6,0.0,,,,,,
48353,Loei,1990-02-26,Winter,23.0,19.5,28.3,2.0,,,,,,
48845,Vinh,1985-06-18,Summer,26.8,25.2,,,,,,,,
76665,Morelia,1983-09-09,Autumn,17.7,14.3,24.0,3.6,,,,,,
47412,Sapporo,1987-06-20,Summer,20.3,13.9,26.5,0.0,,,,,,
16219,L'Aquila,1974-07-29,Summer,14.4,12.0,18.0,0.0,,,,,,
48568,Songkhla,2020-09-19,Autumn,27.1,24.4,31.9,5.8,,,,,,
17240,Isparta,1981-11-30,Autumn,10.5,7.5,12.2,1.0,,,,,,
48500,Prachuap Khiri Khan,2014-06-22,Summer,29.3,27.2,34.2,0.0,,,,,,
12160,Elbląg,2020-07-14,Summer,15.7,9.4,20.4,0.0,,242.0,8.1,20.4,1017.8,
33275,Sumy,1991-08-16,Summer,16.5,8.2,22.6,,,,,,,
16723,Chios,2006-01-11,Winter,6.9,,9.0,,,,,,,
47412,Sapporo,2022-11-06,Autumn,6.8,4.7,10.1,0.0,,262.0,8.8,,1018.6,
02768,Kouvola,2022-10-25,Autumn,0.7,-4.7,3.7,3.1,,100.0,9.9,31.0,1013.8,
33345,Kiev,1928-07-11,Summer,18.3,10.4,24.4,0.1,,,,,,
67137,Fianarantsoa,2022-01-19,Summer,21.6,17.5,27.7,26.9,,289.0,2.4,,1012.0,
15614,Sofia,1978-02-07,Winter,-2.8,-5.0,-1.0,4.1,,,,,,
84691,Ica,1966-01-13,Summer,21.3,18.9,26.1,,,,,,,
23330,Salekhard,1899-10-04,Autumn,9.0,2.9,,0.0,,,,,,
85864,Puerto Aisén,2018-09-24,Spring,4.5,-0.3,10.5,0.8,,,,,,
08383,Faro,2018-03-17,Spring,12.9,10.1,,3.3,,,,,,
86134,Concepción,1979-03-16,Autumn,24.5,,,0.0,,,,,,
48455,Bangkok,1954-01-14,Winter,27.1,23.2,33.3,0.0,,30.0,3.0,,1011.2,
54342,Fushun,1966-05-12,Spring,18.6,10.9,26.0,0.0,,,,,,
08045,Viana do Castelo,1976-03-02,Spring,10.7,7.0,15.6,0.0,,,,,,
42724,Agartala,1990-09-25,Autumn,27.9,22.9,32.7,,,,,,,
60445,Sétif,2016-09-05,Autumn,25.3,15.7,33.9,0.0,,329.0,10.6,,,
68580,Pietermaritzburg,2013-01-25,Summer,20.2,16.2,,0.5,,,,,,
37472,Makhachkala,1925-01-17,Winter,3.2,-6.4,,0.0,,,,,,
48565,Phang Nga,2018-04-01,Spring,26.6,23.0,32.5,35.8,,,5.6,,1010.0,
91182,Honolulu,1952-09-24,Autumn,25.5,21.7,29.4,0.0,0.0,61.0,12.4,,1015.9,
12982,Szeged,1996-06-01,Summer,20.9,12.8,27.3,0.0,,,,,,
86560,Colonia del Sacramento,1982-07-19,Winter,13.0,,,0.0,,,,,,
34504,Dnipro,2002-11-02,Autumn,4.3,3.0,,4.0,,,,,,
01271,Trondheim,1986-06-08,Summer,15.5,10.4,22.7,15.9,0.0,,,,,
40831,Basra,1976-05-01,Spring,28.9,,35.0,,,,,,,
12982,Szeged,2001-10-18,Autumn,12.7,9.4,17.6,,,,6.0,,1021.7,
40754,Tehran,1973-06-10,Summer,25.3,16.0,,,,,,,,
71964,Whitehorse,1980-07-27,Summer,13.4,5.4,17.7,0.0,0.0,,15.6,,1011.7,
65578,Abidjan,1985-11-13,Autumn,27.8,23.8,,0.0,,,,,,
33711,Kropyvnytskyi,2000-07-23,Summer,18.6,16.4,22.0,0.6,,,,,,
17190,Afyonkarahisar,1994-12-10,Winter,2.4,-0.1,5.6,0.0,,,,,,
17150,Balıkesir,1990-08-29,Summer,22.9,17.5,30.2,0.0,,,,,,
16716,Athens,1965-02-05,Winter,4.9,1.7,7.5,0.0,,,,,,
65387,Lomé,1990-12-01,Winter,28.1,25.5,31.7,,,,,,,
42667,Bhopal,1978-10-27,Autumn,23.2,,33.0,,,,,,,
36870,Almaty,1933-06-23,Summer,23.7,16.6,30.0,0.0,,,,,,
87162,Formosa,2010-10-11,Spring,20.7,14.5,,,,,,,,
10361,Magdeburg,1913-07-17,Summer,15.3,11.7,19.5,0.6,0.0,,,,1019.8,
87791,Viedma,2017-06-29,Winter,10.1,2.7,,0.0,,,,,,
14654,Sarajevo,2003-12-31,Winter,6.4,2.6,9.8,0.0,,,,,,
40360,nan,1998-01-21,Winter,6.8,1.4,,,,,,,,
80234,Villavicencio,2020-05-10,Spring,25.6,22.2,,,,,,,,
44292,Ulaanbaatar,1988-11-01,Autumn,-3.4,-10.9,3.6,0.0,,,,,,
40718,Rasht,1989-05-03,Spring,16.2,,,,,,,,,
42182,New Delhi,1958-09-13,Autumn,29.9,21.1,35.0,0.0,,,,,,
42410,Dispur,1979-04-08,Spring,25.8,20.0,34.0,0.0,,,,,,
48300,Mae Hong Son,1996-03-05,Spring,25.6,18.7,36.3,0.0,,,,,,
85406,Arica,1976-11-23,Spring,19.9,17.0,23.0,0.0,,,,,,
16252,Campobasso,1977-06-18,Summer,21.4,16.0,28.0,0.0,,,,,,
68014,Tsumeb,1977-12-27,Summer,19.3,,,8.9,,,,,,
47424,Tomakomai,2021-03-11,Spring,3.5,-5.1,7.9,0.0,,243.0,12.4,,1024.7,
33815,Chișinău,1895-12-14,Winter,3.9,0.1,5.6,2.6,,,,,,
16754,Heraklion,1983-02-04,Winter,8.4,6.6,11.6,1.2,,,,,,
48400,Nakhon Sawan,2014-11-02,Autumn,29.4,24.7,35.3,,,,,,,
34861,Elista,1935-06-05,Summer,17.6,11.0,22.8,0.0,,,,,,
76571,Aguascalientes City,2018-12-05,Winter,15.8,4.8,25.4,0.0,,,,,,
48477,Rayong,1993-09-05,Autumn,27.8,24.5,33.8,0.0,,,,,,
28748,Chelyabinsk,1958-01-31,Winter,-6.6,-11.7,-5.1,6.8,,,,,,
38353,Bishkek,1983-11-27,Autumn,-8.4,-13.8,-1.5,0.0,,,,,,
37549,Tbilisi,1993-07-14,Summer,26.4,17.3,,0.0,,,,,,
48551,Surat Thani,1960-07-30,Summer,26.0,22.8,30.3,1.8,,,,,,
72681,Boise,1983-09-28,Autumn,9.3,0.0,18.3,0.0,0.0,,8.3,24.1,1016.8,660.0
16022,Trento,2003-11-11,Autumn,2.4,0.7,4.3,,559.0,,,,,
15247,Timișoara,1960-06-23,Summer,18.4,11.1,23.9,,,,,,,
40007,Idlib,1986-06-29,Summer,23.8,18.4,,,,,,,,
72439,Springfield,1976-10-03,Autumn,20.4,10.0,31.7,0.0,0.0,,9.6,29.5,1013.3,630.0
37212,Nalchik,1973-12-14,Winter,-3.8,,-2.0,0.0,,,,,,
62008,Gharyan,1997-12-26,Winter,9.9,,11.0,0.0,,,,,,
10091,Malmö,1961-01-15,Winter,2.9,1.3,3.4,0.0,0.0,,,,1033.0,0.0
58457,Hangzhou,1995-11-21,Autumn,8.9,6.4,12.0,0.0,,,2.9,,1027.1,
91938,Papeete,1985-10-30,Spring,25.2,21.2,29.5,0.0,,,,,,
65557,Gagnoa,1995-11-15,Autumn,26.6,,,,,,,,,
07027,Caen,2003-04-09,Spring,4.2,-1.0,8.3,0.0,,,19.7,,1015.3,
38507,Türkmenbaşy,2018-06-03,Summer,19.9,15.0,24.2,,,,,,,
83746,Rio de Janeiro,1982-11-18,Spring,22.6,21.0,25.0,,,,11.5,,,
85245,Santa Cruz,1990-06-20,Winter,17.3,14.6,19.4,,,,,,,
62059,Derna,1982-11-29,Autumn,16.2,11.7,19.9,,,,,,,
11035,Vienna,2013-06-23,Summer,23.4,19.3,27.8,22.4,,,,,,
65555,Bouaké,2014-11-24,Autumn,26.8,,,,,,,,,
